Date,Open,High,Low,Close,Adj Close,Volume
2022-08-29,475.777008,476.207001,474.928986,475.141998,475.141998,0
2022-08-30,475.777008,485.925995,460.308990,474.166992,474.166992,0
2022-08-31,470.330994,485.247009,467.274994,477.260010,477.260010,0
2022-09-01,477.278015,479.351990,477.243011,477.789001,477.789001,0
2022-09-02,477.278015,488.183990,470.479004,472.971008,472.971008,0
2022-09-06,460.365997,460.365997,458.808990,459.252014,459.252014,0
2022-09-07,472.587006,473.813995,471.727997,472.015015,472.015015,0
2022-09-08,472.587006,474.984009,464.390015,473.489990,473.489990,0
2022-09-09,472.234985,511.121002,470.644012,510.415985,510.415985,0
2022-09-12,514.528015,530.791992,514.487976,527.525024,527.525024,0
2022-09-13,525.435974,533.232971,477.903992,484.790985,484.790985,0
2022-09-14,482.786987,484.449005,482.229004,484.449005,484.449005,0
2022-09-15,465.822998,465.822998,462.542999,462.542999,462.542999,0
2022-09-16,465.822998,465.822998,451.897003,459.428986,459.428986,0
2022-09-19,449.825012,452.059998,448.808990,451.256989,451.256989,0
2022-09-20,436.035004,436.044006,434.071991,436.044006,436.044006,0
2022-09-21,421.722992,421.722992,416.268005,418.416992,418.416992,0
2022-09-22,438.640991,445.141998,438.514008,444.838013,444.838013,0
2022-09-23,438.640991,447.665985,426.494995,434.614990,434.614990,0
2022-09-26,438.204987,440.471008,438.018005,440.071014,440.071014,0
2022-09-27,438.204987,464.723999,434.049011,436.569000,436.569000,0
2022-09-28,447.845001,448.204010,444.993011,445.148987,445.148987,0
2022-09-29,444.420013,445.923004,443.688995,443.936005,443.936005,0
2022-09-30,444.420013,457.993011,440.553986,443.493011,443.493011,0
2022-10-03,444.292999,445.040985,443.809998,445.040985,445.040985,0
2022-10-04,460.049011,460.279999,459.390991,459.404999,459.404999,0
2022-10-05,460.049011,461.575012,448.665985,456.095001,456.095001,0
2022-10-06,453.627991,453.842010,453.356995,453.382996,453.382996,0
2022-10-07,453.627991,455.877991,442.566986,445.496002,445.496002,0
2022-10-10,438.700989,438.756012,435.044006,435.554993,435.554993,0
2022-10-11,438.700989,438.756012,429.752991,432.981995,432.981995,0
2022-10-12,435.794006,436.282990,435.739990,435.739990,435.739990,0
2022-10-13,438.556000,438.850006,438.273987,438.713013,438.713013,0
2022-10-14,438.556000,449.444000,433.295990,433.678009,433.678009,0
2022-10-17,444.059998,445.602997,444.044006,445.256989,445.256989,0
2022-10-18,438.528992,439.072998,438.027008,439.072998,439.072998,0
2022-10-19,435.341003,435.346008,434.798004,434.960999,434.960999,0
2022-10-20,431.945007,432.040009,430.514008,430.593994,430.593994,0
2022-10-21,431.945007,436.177002,424.052002,435.253998,435.253998,0
2022-10-24,442.226013,442.226013,441.220001,441.915985,441.915985,0
2022-10-25,467.816986,468.378998,463.165009,463.803009,463.803009,0
2022-10-26,483.799988,487.028015,482.737000,486.669006,486.669006,0
2022-10-27,476.002991,476.795013,473.763000,474.125000,474.125000,0
2022-10-28,476.002991,485.888000,467.898987,485.829010,485.829010,0
2022-10-31,488.673004,496.920013,481.389008,484.339996,484.339996,0
2022-11-01,486.105988,495.457001,485.527008,488.154999,488.154999,0
2022-11-02,488.183014,495.893005,475.278992,475.278992,475.278992,0
2022-11-03,474.821014,484.996002,474.821014,481.369995,481.369995,0
2022-11-04,478.673004,507.464996,477.751007,504.445007,504.445007,0
2022-11-07,485.347992,487.437012,485.182007,487.437012,487.437012,0
2022-11-08,428.842010,430.834015,427.653992,430.834015,430.834015,0
2022-11-09,367.252014,367.252014,359.904999,364.075012,364.075012,0
2022-11-10,419.050995,419.281006,411.735992,413.752014,413.752014,0
2022-11-11,419.050995,419.281006,387.895996,396.278015,396.278015,0
2022-11-14,385.449005,392.084015,385.449005,391.438995,391.438995,0
2022-11-15,395.385010,395.674011,394.678009,395.286987,395.286987,0
2022-11-16,395.385010,398.644989,383.114990,386.548004,386.548004,0
2022-11-17,388.970001,388.984009,387.490997,387.726013,387.726013,0
2022-11-18,388.970001,394.433990,386.177002,388.367004,388.367004,0
2022-11-21,363.865997,365.515991,363.799988,364.792999,364.792999,0
2022-11-22,374.229004,374.839996,373.907990,374.839996,374.839996,0
2022-11-23,374.229004,386.274994,373.519012,383.864014,383.864014,0
2022-11-25,387.955994,388.307007,381.947998,387.847992,387.847992,0
2022-11-28,380.553986,380.877991,380.092987,380.423004,380.423004,0
2022-11-29,389.937988,390.141998,388.859009,388.865997,388.865997,0
2022-11-30,407.652008,408.748993,407.375000,408.214996,408.214996,0
2022-12-01,402.614014,402.764008,401.890015,402.345001,402.345001,0
2022-12-02,402.614014,405.466003,399.963989,404.329010,404.329010,0
2022-12-05,400.872986,401.375000,400.487000,401.226990,401.226990,0
2022-12-06,400.173004,403.566010,400.166992,403.566010,403.566010,0
2022-12-07,400.173004,404.082001,392.928009,394.855011,394.855011,0
2022-12-08,405.981995,406.501007,405.981995,406.147003,406.147003,0
2022-12-09,405.981995,407.843994,401.941010,402.816986,402.816986,0
2022-12-12,402.036011,403.855988,395.954010,403.835999,403.835999,0
2022-12-13,416.433990,417.131989,416.433990,417.131989,417.131989,0
2022-12-14,416.459991,416.545990,415.752014,416.061005,416.061005,0
2022-12-15,416.459991,416.545990,404.605988,404.640015,404.640015,0
2022-12-16,404.095001,407.958008,380.218994,381.648010,381.648010,0
2022-12-19,376.296997,377.635010,376.296997,377.612000,377.612000,0
2022-12-20,389.493988,390.473999,389.493988,390.459015,390.459015,0
2022-12-21,387.135010,387.987000,386.962006,387.666992,387.666992,0
2022-12-22,388.476990,389.076996,388.476990,389.048004,389.048004,0
2022-12-23,388.476990,391.114990,388.354004,388.881012,388.881012,0
2022-12-27,386.312988,386.833008,386.302002,386.618988,386.618988,0
2022-12-28,380.286011,380.885010,380.242004,380.885010,380.885010,0
2022-12-29,382.949005,383.679993,382.675995,383.248993,383.248993,0
2022-12-30,382.949005,383.679993,377.997009,382.446991,382.446991,0
2023-01-03,385.462006,386.020996,385.462006,385.898010,385.898010,0
2023-01-04,392.604004,393.463989,392.566986,393.463989,393.463989,0
2023-01-05,392.259003,392.561005,391.757996,392.046997,392.046997,0
2023-01-06,392.259003,396.770996,388.822998,395.248993,395.248993,0
2023-01-09,406.548004,406.665009,405.526001,406.428009,406.428009,0
2023-01-10,411.821014,411.875000,411.394012,411.622986,411.622986,0
2023-01-11,414.951996,423.428009,414.776001,423.428009,423.428009,0
2023-01-12,441.924011,441.967010,441.148987,441.576996,441.576996,0
2023-01-13,441.924011,458.135986,438.154999,458.135986,458.135986,0
2023-01-17,492.662994,492.662994,492.652008,492.652008,492.652008,0
2023-01-18,480.161987,480.367004,478.404999,478.404999,478.404999,0
2023-01-19,486.687988,487.175995,486.143005,486.910004,486.910004,0
2023-01-20,486.687988,515.773010,484.196014,515.062988,515.062988,0
2023-01-23,520.077026,528.478027,518.314026,526.153992,526.153992,0
2023-01-24,524.676025,529.171021,521.164001,524.184021,524.184021,0
2023-01-25,520.325012,520.573975,520.325012,520.573975,520.573975,0
2023-01-26,523.380981,523.476990,522.635986,523.257996,523.257996,0
2023-01-27,523.380981,531.367981,513.773010,523.202026,523.202026,0
2023-01-30,515.057983,516.817017,515.057983,516.671997,516.671997,0
2023-01-31,526.012024,526.012024,524.013000,524.596985,524.596985,0
2023-02-01,538.924988,540.239014,538.924988,538.999023,538.999023,0
2023-02-02,538.456970,538.456970,536.458984,537.043030,537.043030,0
2023-02-03,538.456970,541.590027,532.380005,535.424988,535.424988,0
2023-02-06,525.729980,525.729980,520.346985,521.838013,521.838013,0
2023-02-07,535.478027,536.906982,535.392029,536.588013,536.588013,0
2023-02-08,528.890015,528.890015,527.502991,528.684998,528.684998,0
2023-02-09,498.138000,500.384003,497.934998,500.384003,500.384003,0
2023-02-10,498.138000,502.330994,491.898987,491.898987,491.898987,0
2023-02-13,492.394989,496.449005,492.259003,496.449005,496.449005,0
2023-02-14,507.553009,507.553009,507.553009,507.553009,507.553009,0
2023-02-15,549.137024,551.143982,548.419983,551.143982,551.143982,0
2023-02-16,544.098022,544.877991,539.489990,539.489990,539.489990,0
2023-02-17,544.098022,564.302979,533.429993,559.708008,559.708008,0
2023-02-21,550.320007,550.658997,550.085999,550.633972,550.633972,0
2023-02-22,543.674988,546.836975,543.674988,546.343018,546.343018,0
2023-02-23,542.012024,542.684998,541.737000,542.318970,542.318970,0
2023-02-24,542.012024,546.814026,522.484985,525.927002,525.927002,0
2023-02-27,534.007019,534.676025,533.499023,534.637024,534.637024,0
2023-02-28,526.690979,526.762024,526.585022,526.585022,526.585022,0
2023-03-01,536.655029,539.398010,536.513977,539.349976,539.349976,0
2023-03-02,534.986023,535.101013,534.138977,534.474976,534.474976,0
2023-03-03,534.986023,535.101013,505.005005,507.333008,507.333008,0
2023-03-06,509.532990,512.997986,506.902008,509.076996,509.076996,0
2023-03-07,502.399994,505.046997,502.355988,505.046997,505.046997,0
2023-03-08,496.329987,496.402008,493.580994,493.700989,493.700989,0
2023-03-09,462.394989,462.971985,461.480988,462.971985,462.971985,0
2023-03-10,462.394989,463.087006,445.246002,459.673004,459.673004,0
2023-03-13,499.183014,551.927002,498.272003,545.096985,545.096985,0
2023-03-14,546.770020,588.409973,541.315979,550.596008,550.596008,0
2023-03-15,556.289001,562.193970,533.244995,544.684998,544.684998,0
2023-03-16,544.836975,559.090027,539.273987,553.270020,553.270020,0
2023-03-17,555.453979,594.301025,553.380981,590.517029,590.517029,0
2023-03-20,616.380981,619.638977,595.588989,609.211975,609.211975,0
2023-03-21,606.815979,620.455994,595.445984,612.229004,612.229004,0
2023-03-22,613.054993,625.807983,584.788025,595.271973,595.271973,0
2023-03-23,617.690979,617.690979,617.619995,617.619995,617.619995,0
2023-03-24,617.690979,622.114014,591.607971,591.607971,591.607971,0
2023-03-27,590.739990,591.562012,589.445984,589.445984,589.445984,0
2023-03-28,596.549988,597.625000,596.309998,596.797974,596.797974,0
2023-03-29,617.866028,617.866028,614.840027,614.840027,614.840027,0
2023-03-30,613.060974,613.703979,612.921997,612.921997,612.921997,0
2023-03-31,613.060974,626.461975,604.583008,621.788025,621.788025,0
2023-04-03,609.681030,614.666992,609.276978,613.447998,613.447998,0
2023-04-04,624.684021,625.604980,624.684021,624.953979,624.953979,0
2023-04-05,627.633972,628.393005,626.372009,627.127014,627.127014,0
2023-04-06,619.843994,620.109009,618.681030,619.909973,619.909973,0
2023-04-10,626.690979,642.296997,620.586975,638.192017,638.192017,0
2023-04-11,655.369995,655.706970,654.706970,655.432007,655.432007,0
2023-04-12,653.221985,653.666992,651.473999,652.840027,652.840027,0
2023-04-13,668.130981,670.294983,667.723022,667.932007,667.932007,0
2023-04-14,668.130981,689.505981,667.304993,680.955994,680.955994,0
2023-04-17,662.484985,664.195984,662.460022,663.359009,663.359009,0
2023-04-18,662.484985,682.182983,657.148010,676.849976,676.849976,0
2023-04-19,646.978027,647.937012,645.133972,645.710999,645.710999,0
2023-04-20,628.156982,631.926025,628.156982,629.473999,629.473999,0
2023-04-21,628.156982,632.247986,602.312988,604.473022,604.473022,0
2023-04-24,606.098022,608.091003,605.650024,607.452026,607.452026,0
2023-04-25,606.098022,617.867981,600.301025,617.359985,617.359985,0
2023-04-26,628.681030,628.681030,620.500000,621.098022,621.098022,0
2023-04-27,628.681030,652.392029,620.500000,646.598999,646.598999,0
2023-04-28,647.064026,647.161011,633.034973,640.481018,640.481018,0
2023-05-01,613.309021,616.155029,612.416992,614.200012,614.200012,0
2023-05-02,627.960022,630.153992,627.960022,629.867004,629.867004,0
2023-05-03,633.749023,640.901001,633.749023,638.880005,638.880005,0
2023-05-04,633.749023,642.156006,627.791016,631.025024,631.025024,0
2023-05-05,630.809021,654.161987,629.278015,651.854004,651.854004,0
2023-05-08,632.437012,634.146973,600.148010,605.125000,605.125000,0
2023-05-09,607.249023,607.406982,606.551025,607.023010,607.023010,0
2023-05-10,605.940979,606.773010,605.940979,606.773010,606.773010,0
2023-05-11,593.161987,594.862976,593.161987,593.809998,593.809998,0
2023-05-12,593.161987,594.892029,572.325989,584.294006,584.294006,0
2023-05-15,602.734009,602.745972,600.880981,600.880981,600.880981,0
2023-05-16,602.734009,602.745972,592.627014,596.671021,596.671021,0
2023-05-17,597.552979,605.783020,587.966980,603.184021,603.184021,0
2023-05-18,595.400024,595.726990,594.414001,594.789978,594.789978,0
2023-05-19,595.400024,599.645020,591.106018,593.882996,593.882996,0
2023-05-22,595.922974,596.390991,595.400024,595.435974,595.435974,0
2023-05-23,602.888977,603.369019,602.461975,603.062012,603.062012,0
2023-05-24,585.127014,586.038025,584.374023,585.442993,585.442993,0
2023-05-25,587.317017,587.458984,586.687988,586.687988,586.687988,0
2023-05-26,587.317017,596.750977,584.856018,594.825989,594.825989,0
2023-05-30,615.893982,615.979004,614.624023,615.942017,615.942017,0
2023-05-31,614.093994,614.467529,600.793823,602.671570,602.671570,0
